"","seqnames","start","end","width","strand","gene_id"
"7021","chr14",20499364,20546573,47210,"-","19056"
"7022","chr14",70217865,70289471,71607,"-","19057"
"7023","chr11",17159263,17200375,41113,"+","19058"
"7024","chr4",49678747,49682024,3278,"-","19059"
"7025","chr7",17004640,17027924,23285,"-","19060"
"7026","chr11",75630988,75648871,17884,"+","19062"
"7027","chr4",122836242,122859175,22934,"+","19063"
"7028","chr11",102099930,102101319,1390,"-","19064"
"7029","chr14",34143992,34152489,8498,"-","19065"
"7030","chr11",70943058,70969973,26916,"-","19069"
"7031","chr1",55131231,55154899,23669,"+","19070"
"7032","chr10",45067203,45167198,99996,"+","19072"
"7033","chr10",62493833,62527451,33619,"-","19073"
"7034","chr2",84980461,84983632,3172,"+","19074"
"7035","chr10",128015168,128030037,14870,"+","19075"
"7036","chr1",33453810,33669795,215986,"-","19076"
"7037","chr5",116013586,116024508,10923,"-","19079"
"7038","chr15",98812797,98831521,18725,"-","19082"
"7039","chr11",109649405,109669656,20252,"+","19084"
"7040","chr5",139017306,139150001,132696,"-","19085"
"7041","chr9",108689314,108750436,61123,"+","19087"
"7042","chr12",31958476,32061296,102821,"-","19088"
"7043","chr9",22002806,22014222,11417,"+","19089"
"7044","chr16",15637866,15842235,204370,"+","19090"
"7045","chr19",30564489,31765033,1200545,"-","19091"
"7046","chr5",98929773,99037351,107579,"-","19092"
"7047","chr15",89142486,89149628,7143,"-","19094"
"7048","chr2",92383676,92401263,17588,"-","19099"
"7049","chr17",78852564,78882573,30010,"-","19106"
"7050","chrX",77761411,77796278,34868,"-","19108"
"7051","chr13",27057570,27065205,7636,"+","19109"
"7052","chr13",28016212,28023559,7348,"+","19110"
"7053","chr13",27312627,27319252,6626,"+","19111"
"7054","chr13",27432681,27438688,6008,"-","19112"
"7055","chr13",27633366,27642493,9128,"-","19113"
"7056","chr13",27658584,27668036,9453,"-","19114"
"7057","chr15",10177238,10373749,196512,"+","19116"
"7058","chr16",10796326,10805839,9514,"-","19118"
"7059","chr16",10791380,10796134,4755,"-","19119"
"7060","chr16",10790505,10790914,410,"-","19120"
"7061","chr2",131909928,131938429,28502,"+","19122"
"7062","chr18",32123126,32139570,16445,"-","19123"
"7063","chr2",155751117,155755471,4355,"+","19124"
"7064","chr16",18060357,18090203,29847,"-","19125"
"7065","chr5",43993620,44102032,108413,"-","19126"
"7066","chr11",50950806,50953765,2960,"-","19127"
"7067","chr16",62854307,62929346,75040,"+","19128"
"7068","chr1",190118035,190170714,52680,"-","19130"
"7069","chr6",132569809,132572941,3133,"+","19131"
"7070","chr15",99055174,99058978,3805,"+","19132"
"7071","chr17",46910459,46924933,14475,"+","19133"
"7072","chr13",34875302,34906064,30763,"+","19134"
"7073","chrX",140456613,140476140,19528,"+","19139"
"7074","chr12",102394084,102439813,45730,"-","19141"
"7075","chr3",123446913,123506597,59685,"+","19142"
"7076","chr9",31089402,31131853,42452,"-","19143"
"7077","chr7",43824499,43832030,7532,"+","19144"
"7078","chr16",78953008,79091097,138090,"-","19146"
"7079","chr10",79874476,79883174,8699,"+","19152"
"7080","chr7",27497388,27520214,22827,"+","19153"
"7081","chr11",97205842,97280638,74797,"-","19155"
"7082","chr10",60277627,60302597,24971,"+","19156"
"7083","chr11",118132019,118248592,116574,"-","19157"
"7084","chr5",100762145,100798598,36454,"-","191578"
"7085","chr7",45806637,45814581,7945,"-","19158"
"7086","chr5",143622447,143710250,87804,"+","19159"
"7087","chr12",83688152,83735199,47048,"+","19164"
"7088","chr1",180227004,180263438,36435,"-","19165"
"7089","chr13",14613240,14674236,60997,"+","19166"
"7090","chr12",70974621,70996347,21727,"+","19167"
"7091","chr17",15475021,15499751,24731,"-","19170"
"7092","chr8",105935735,105938444,2710,"-","19171"
"7093","chr3",94884093,94886961,2869,"-","19172"
"7094","chr14",54614119,54618022,3904,"-","19173"
"7095","chr11",70525367,70527858,2492,"+","19175"
"7096","chr2",38588036,38644087,56052,"-","19177"
"7097","chr12",100110154,100123405,13252,"+","19179"
"7098","chr5",21785283,21803787,18505,"+","19181"
"7099","chr2",91054009,91066369,12361,"+","19182"
"7100","chr11",101091823,101095436,3614,"-","19183"
"7101","chr11",106256154,106263120,6967,"+","19184"
"7102","chr3",95032694,95042614,9921,"-","19185"
"7103","chr14",55578123,55581529,3407,"+","19186"
"7104","chr14",55587441,55591113,3673,"-","19188"
"7105","chr11",101316213,101323537,7325,"+","19192"
"7106","chr11",77880615,77894096,13482,"-","19193"
"7107","chr2",154008265,154016079,7815,"+","19194"
"7108","chr17",56999457,57000018,562,"-","19197"
"7109","chr9",56089962,56128888,38927,"+","19200"
"7110","chr18",77789914,77882879,92966,"+","19201"
"7111","chrX",37826910,37829857,2948,"+","19202"
"7112","chr4",132564067,132582683,18617,"+","19204"
"7113","chr10",79854427,79864771,10345,"+","19205"
"7114","chr13",63508328,63573598,65271,"-","19206"
"7115","chr4",117096075,117116101,20027,"+","19207"
"7116","chr17",46755663,46763712,8050,"-","19208"
"7117","chr13",66932830,66998401,65572,"+","19210"
"7118","chr19",32757497,32826160,68664,"+","19211"
"7119","chr14",56365068,56388550,23483,"+","192113"
"7120","chr12",104687742,104751952,64211,"-","192119"
"7121","chr2",12924041,13003455,79415,"+","19212"
"7122","chr4",62480053,62497298,17246,"+","192120"
"7123","chr2",19445663,19447501,1839,"+","19213"
"7124","chr13",16857472,17694769,837298,"-","192136"
"7125","chr14",44851235,44859375,8141,"-","19214"
"7126","chr2",130195194,130264445,69252,"+","192140"
"7127","chr2",25466709,25470046,3338,"-","19215"
"7128","chr8",122433601,122443422,9822,"-","192156"
"7129","chr11",97362435,97398542,36108,"+","192157"
"7130","chr11",75486816,75509449,22634,"+","192159"
"7131","chr8",83666678,83672753,6076,"+","19216"
"7132","chr11",98804905,98833814,28910,"+","192160"
"7133","chr18",36997880,37187657,189778,"+","192161"
"7134","chr18",36946105,37187657,241553,"+","192163"
"7135","chr18",37020149,37187657,167509,"+","192164"
"7136","chr2",27188393,27248337,59945,"-","192166"
"7137","chr3",25426215,26332460,906246,"-","192167"
"7138","chr8",45975528,45996958,21431,"+","192169"
"7139","chr14",44988195,45003820,15626,"+","19217"
"7140","chr11",119288363,119300089,11727,"-","192170"
"7141","chr11",120542888,120549727,6840,"-","192173"
"7142","chr8",47533664,47552825,19162,"+","192174"
"7143","chrX",74223461,74249820,26360,"-","192176"
"7144","chr3",157566892,157645888,78997,"+","19218"
"7145","chr4",155562378,155591001,28624,"+","192185"
"7146","chr14",31139013,31168641,29629,"-","192187"
"7147","chr10",86841198,87008025,166828,"-","192188"
"7148","chr15",5206661,5244187,37527,"-","19219"
"7149","chr15",44457494,44601369,143876,"+","192190"
"7150","chr11",59948206,59962205,14000,"+","192191"
"7151","chr7",27342133,27357419,15287,"-","192192"
"7152","chr6",108828641,108859356,30716,"+","192193"
"7153","chr11",58917908,58927158,9251,"+","192194"
"7154","chr3",88950622,89079375,128754,"+","192195"
"7155","chr6",38551334,38609470,58137,"+","192196"
"7156","chr11",85353167,85826058,472892,"+","192197"
"7157","chr6",28828133,28831747,3615,"-","192198"
"7158","chr4",124986430,125009099,22670,"+","192199"
"7159","chr3",151796502,151837630,41129,"-","19220"
"7160","chr2",164189231,164190608,1378,"-","192200"
"7161","chr2",164214454,164221660,7207,"-","192201"
"7162","chr3",101040232,101110278,70047,"-","19221"
"7163","chr2",127526473,127541467,14995,"-","192212"
"7164","chrX",81070698,81097872,27175,"+","192216"
"7165","chr7",16906490,16910905,4416,"+","19222"
"7166","chr2",167191805,167240604,48800,"-","19223"
"7167","chr11",103116231,103119725,3495,"+","192231"
"7168","chr5",112343083,112378414,35332,"+","192232"
"7169","chr19",42755105,42779978,24874,"-","192236"
"7170","chr2",36230426,36252272,21847,"+","19224"
"7171","chr1",150100031,150108227,8197,"+","19225"
"7172","chr7",113385580,113388570,2991,"-","19226"
"7173","chr6",147252101,147264183,12083,"-","19227"
"7174","chr9",110722085,110747145,25061,"-","19228"
"7175","chr2",92093117,92364666,271550,"+","192285"
"7176","chr9",97074961,97111157,36197,"-","192287"
"7177","chrX_GL456233_random",159647,334183,174537,"+","192289"
"7178","chr14",66153257,66281052,127796,"-","19229"
"7179","chr5",31240864,31251566,10703,"+","192292"
"7180","chr15",94577951,94589889,11939,"-","19230"
"7181","chr1",86526726,86530712,3987,"+","19231"
"7182","chr6",72957347,72958748,1402,"-","19240"
"7183","chrX",167207093,167209315,2223,"-","19241"
"7184","chr6",36714929,36810220,95292,"-","19242"
"7185","chr1",30940302,30949770,9469,"-","19243"
"7186","chr4",129811219,129850003,38785,"+","19244"
"7187","chr15",73723145,73758766,35622,"+","19245"
"7188","chr2",167932057,167979385,47329,"+","19246"
"7189","chr5",121130533,121191397,60865,"-","19247"
"7190","chr5",20986645,21055911,69267,"-","19248"
"7191","chr5",103425192,103598303,173112,"+","19249"
"7192","chr1",189728268,189876695,148428,"+","19250"
"7193","chr17",26505590,26562128,56539,"-","19252"
"7194","chr1",34459765,34475733,15969,"+","19253"
"7195","chr18",67665511,67724595,59085,"-","19255"
"7196","chr14",33589207,33640754,51548,"+","19256"
"7197","chr1",119652467,119837613,185147,"-","19258"
"7198","chr7",47077795,47133684,55890,"-","19259"
"7199","chr3",103859795,103912247,52453,"+","19260"
"7200","chr2",129592835,129632228,39394,"+","19261"
"7201","chr2",130450278,130556124,105847,"+","19262"
"7202","chr10",116275523,116389535,114013,"+","19263"
"7203","chr1",138062861,138175708,112848,"-","19264"
"7204","chr19",4153604,4156751,3148,"+","19265"
"7205","chr11",4736892,4746778,9887,"-","192650"
"7206","chr11",62752577,62789462,36886,"-","192651"
"7207","chr11",75440944,75454717,13774,"-","192652"
"7208","chr9",44799397,44803072,3676,"-","192653"
"7209","chr8",106150399,106164715,14317,"+","192654"
"7210","chr4",16122733,16163647,40915,"-","192656"
"7211","chr13",75706757,75772364,65608,"+","192657"
"7212","chr7",5109787,5116950,7164,"-","192658"
"7213","chr4",75941238,78211961,2270724,"-","19266"
"7214","chr11",120578104,120581624,3521,"-","192662"
"7215","chr9",44273188,44288615,15428,"-","192663"
"7216","chr7",135537481,135686293,148813,"+","19267"
"7217","chr10",121410350,121476347,65998,"-","192678"
"7218","chr4",118208213,118291405,83193,"-","19268"
"7219","chr14",11553532,12242041,688510,"+","19270"
"7220","chr2",90429754,90580647,150894,"-","19271"
"7221","chr10",28074820,28597397,522578,"+","19272"
"7222","chr4",131768457,131838288,69832,"-","19273"
"7223","chr10",75550125,75560330,10206,"-","192734"
"7224","chr17",66666947,67354457,687511,"-","19274"
"7225","chr1",75247027,75264502,17476,"-","19275"
"7226","chr12",116485720,117276849,791130,"+","19276"
"7227","chr6",137252319,137463233,210915,"+","19277"
"7228","chr11",106008124,106034549,26426,"+","192775"
"7229","chr11",54522847,54699285,176439,"+","192786"
"7230","chr10",116018213,116274932,256720,"+","19279"
"7231","chr17",56412426,56476483,64058,"-","19280"
"7232","chr2",161521990,162661147,1139158,"-","19281"
"7233","chr6",22875502,23052916,177415,"+","19283"
"7234","chr11",100956733,100970887,14155,"-","19285"
"7235","chr11",98598291,98599586,1296,"+","192852"
"7236","chr9",50521617,50528724,7108,"-","19286"
"7237","chr3",66219910,66225805,5896,"+","19288"
"7238","chr9",65141189,65185872,44684,"+","19289"
"7239","chr11",115974709,116008412,33704,"+","192897"
"7240","chr18",36281097,36292535,11439,"+","19290"
"7241","chr11",6467599,6475917,8319,"-","19291"
"7242","chr15",78191114,78206400,15287,"-","19293"
"7243","chr7",19716644,19750483,33840,"-","19294"
"7244","chr11",6597823,6606053,8231,"-","192950"
"7245","chr15",62037986,62378096,340111,"+","19296"
"7246","chr11",84820856,84828994,8139,"-","192970"
"7247","chr11",62604884,62648523,43640,"-","192976"
"7248","chr1",172126755,172136493,9739,"+","19298"
"7249","chr11",72777232,72796142,18911,"-","192986"
"7250","chr3",121758774,121815302,56529,"-","19299"
"7251","chr12",84602533,84617413,14881,"-","19300"
"7252","chr11",66911981,66929876,17896,"+","193003"
"7253","chr5",110274282,110286186,11905,"-","19301"
"7254","chr3",5560188,5576239,16052,"-","19302"
"7255","chr11",96251105,96264868,13764,"+","193022"
"7256","chr5",115506676,115555987,49312,"+","19303"
"7257","chr11",73234292,73261242,26951,"+","193034"
"7258","chr11",70764209,70772928,8720,"+","193043"
"7259","chr6",124396816,124415067,18252,"-","19305"
"7260","chr11",73602582,73603520,939,"+","193053"
"7261","chr19",6384399,6398459,14061,"+","19309"
"7262","chr11",43433744,43447981,14238,"+","193116"
"7263","chr17",10202601,10319854,117254,"-","19317"
"7264","chr11",116752167,116759373,7207,"+","193217"
"7265","chr11",20201432,20226856,25425,"+","19324"
"7266","chr12",3247428,3309969,62542,"-","19325"
"7267","chr17",33742484,33760530,18047,"-","19326"
"7268","chr17",66494512,66519729,25218,"-","19328"
"7269","chr11",88718645,88728893,10249,"+","193280"
"7270","chr11",51253651,51263046,9396,"-","193286"
"7271","chr1",90958133,90969661,11529,"-","19329"
"7272","chr18",6733905,6794429,60525,"+","19330"
"7273","chr6",39381175,39390380,9206,"+","19331"
"7274","chr8",11453518,11478710,25193,"-","19332"
"7275","chr12",87602695,87608841,6147,"+","193322"
"7276","chr2",173659760,173707343,47584,"+","19334"
"7277","chr1",33719887,33742564,22678,"+","19335"
"7278","chr13",55319743,55321946,2204,"-","19336"
"7279","chrX",48519285,48530232,10948,"+","19337"
"7280","chr3",51483920,51496232,12313,"+","19338"
"7281","chr13",24501525,24733816,232292,"+","193385"
"7282","chr8",70754679,70758677,3999,"+","19339"
"7283","chr9",21907491,21918192,10702,"-","19340"
"7284","chr8",123805985,123835287,29303,"+","19341"
"7285","chr7",27168424,27181086,12663,"-","19342"
"7286","chr10",128677175,128696264,19090,"-","19344"
"7287","chr11",100715009,100738215,23207,"-","19345"
"7288","chr13",21945094,21960779,15686,"+","193452"
"7289","chr7",100607410,100641268,33859,"+","19346"
"7290","chr7",109893780,109960470,66691,"-","19347"
"7291","chr18",34624613,34633277,8665,"+","19348"
"7292","chr6",87999106,88045270,46165,"-","19349"
"7293","chr3",153907287,153913009,5723,"-","19352"
"7294","chr5",143503634,143528036,24403,"-","19353"
"7295","chr15",78559167,78572783,13617,"-","19354"
"7296","chr15",10486018,10499063,13046,"+","19355"
"7297","chr13",100617164,100651051,33888,"-","19356"
"7298","chr15",51962240,51991747,29508,"-","19357"
"7299","chr8",84834019,84840665,6647,"-","19358"
"7300","chr4",55350043,55392237,42195,"+","19359"
"7301","chr11",53649519,53707319,57801,"-","19360"
"7302","chr2",119112793,119147445,34653,"+","19361"
"7303","chr6",126923050,126939587,16538,"-","19362"
"7304","chr12",79297282,79814690,517409,"+","19363"
"7305","chr11",82876434,82890614,14181,"-","19364"
"7306","chr6",119902698,119922828,20131,"+","19365"
"7307","chr4",116094264,116123690,29427,"-","19366"
"7308","chr19",4195196,4201662,6467,"-","19367"
"7309","chr11",3415982,3452363,36382,"-","193670"
"7310","chr10",22173919,22374139,200221,"+","19370"
"7311","chr2",101638282,101649501,11220,"-","19373"
"7312","chr17",34879483,34896867,17385,"+","193736"
"7313","chr2",101624718,101632529,7812,"+","19374"
"7314","chr17",34969190,34972156,2967,"-","193740"
"7315","chr17",35089263,35102987,13725,"+","193742"
"7316","chr11",78188430,78192193,3764,"+","19376"
"7317","chr11",60105013,60199197,94185,"+","19377"
"7318","chr9",71215789,71296243,80455,"+","19378"
"7319","chr17",56326062,56402870,76809,"+","193796"
"7320","chr17",87254443,87265935,11493,"-","193813"
"7321","chr2",154791096,154867261,76166,"+","19383"
"7322","chr17",24888486,24895087,6602,"-","193838"
"7323","chr5",129020069,129024323,4255,"+","19384"
"7324","chr16",18239784,18248732,8949,"-","19385"
"7325","chr10",58446920,58494356,47437,"+","19386"
"7326","chr15",81704248,81745530,41283,"-","19387"
"7327","chr19",6399340,6415216,15877,"+","19395"
"7328","chr2",91035620,91045729,10110,"+","19400"
"7329","chr11",98927818,98974942,47125,"+","19401"
"7330","chr15",102234938,102257517,22580,"-","19411"
"7331","chr3",96162004,96171718,9715,"+","194126"
"7332","chr8",13566948,13677603,110656,"-","19414"
"7333","chr5",120648812,120679597,30786,"+","19415"
"7334","chr11",59963181,59964944,1764,"-","19416"
"7335","chr9",89909908,90026977,117070,"+","19417"
"7336","chr13",91880400,92131656,251257,"-","19418"
"7337","chr2",117279993,117343001,63009,"-","19419"
"7338","chr4",120532231,120536661,4431,"+","194219"
"7339","chr4",143846497,143853637,7141,"+","194225"
"7340","chr4",143789352,143795575,6224,"+","194227"
"7341","chr4",134228041,134238399,10359,"-","194231"
"7342","chr4",119465283,119492628,27346,"-","194237"
"7343","chr4",124937048,124944656,7609,"+","194268"
"7344","chr7",5124938,5125950,1013,"-","19428"
"7345","chr5",150499747,150502304,2558,"-","194292"
"7346","chr5",135072900,135078266,5367,"-","194309"
"7347","chr18",65928277,65939787,11511,"-","19434"
"7348","chr6",41652173,41680769,28597,"-","194352"
"7349","chr6",40878794,40887494,8701,"-","194357"
"7350","chr6",83362373,83459084,96712,"-","194388"
"7351","chr6",120931707,121130999,199293,"-","194401"
"7352","chr7",106891184,106892107,924,"-","194433"
"7353","chr7",14659496,14665996,6501,"+","194588"
"7354","chrX",162411954,162643649,231696,"-","194590"
"7355","chr5",86410410,86468990,58581,"-","194597"
"7356","chr12",103668808,103676139,7332,"-","194604"
"7357","chr12",24651274,24662789,11516,"+","194655"
"7358","chrX",38038199,38043114,4916,"-","194735"
"7359","chrX",38076594,38085141,8548,"-","194738"
"7360","chrX",36743659,36777202,33544,"+","194744"
"7361","chrX",37209348,37211041,1694,"-","194854"
"7362","chrX",37557412,37562283,4872,"+","194856"
"7363","chr11",59783897,59787645,3749,"-","194908"
"7364","chr11",59450045,59458567,8523,"+","194952"
"7365","chr11",9016054,9048991,32938,"-","194974"
"7366","chr11",72796226,72927120,130895,"+","195018"
"7367","chr11",78507055,78512172,5118,"-","195040"
"7368","chr11",71092236,71144704,52469,"-","195046"
"7369","chr13",25056004,25210706,154703,"+","195208"
"7370","chr8",122258620,122272650,14031,"+","195209"
"7371","chr13",21981194,21988734,7541,"+","195236"
"7372","chr16",17913107,17915059,1953,"-","195333"
"7373","chr17",36881598,36890123,8526,"-","195359"
"7374","chr1",78658038,78671512,13475,"+","195434"
"7375","chr4",119169513,119174195,4683,"-","195522"
"7376","chr4",147492417,147513486,21070,"+","195531"
"7377","chr4",143894237,143900380,6144,"-","195555"
"7378","chr4",112232245,112300468,68224,"+","195564"
"7379","chr7",121391859,121501770,109912,"+","195646"
"7380","chrX",161833296,162159730,326435,"-","195727"
"7381","chr12",24572283,24617391,45109,"+","195733"
"7382","chr14",73195502,73325822,130321,"-","19645"
"7383","chr4",129307100,129335370,28271,"-","19646"
"7384","chr7",122965686,123002557,36872,"+","19647"
"7385","chr9",37415669,37433246,17578,"-","19649"
"7386","chr2",157145893,157204534,58642,"-","19650"
"7387","chr8",91070057,91123844,53788,"+","19651"
"7388","chrX",8138975,8145880,6906,"-","19652"
"7389","chr19",4784293,4802002,17710,"-","19653"
"7390","chr9",107773559,107872829,99271,"-","19654"
"7391","chrX",57383530,57393036,9507,"-","19655"
"7392","chr8",78505269,78508898,3630,"-","19656"
"7393","chr9",98422961,98446575,23615,"+","19659"
"7394","chr9",98486115,98509781,23667,"+","19660"
"7395","chr14",33954003,33964216,10214,"+","19661"
"7396","chr19",38116629,38125281,8653,"-","19662"
"7397","chr8",33782643,33929863,147221,"-","19663"
"7398","chr5",53466152,53657362,191211,"+","19664"
"7399","chr2",164403141,164415448,12308,"+","19668"
"7400","chr19",4622591,4625641,3051,"-","19671"
"7401","chr2",105386291,105399319,13029,"-","19672"
"7402","chr11",67695326,67703333,8008,"+","19674"
"7403","chr5",124118690,124249760,131071,"-","19679"
"7404","chr10",128913593,128919297,5705,"-","19682"
"7405","chr10",127801152,127815839,14688,"+","19683"
"7406","chr9",52047173,52100463,53291,"+","19684"
"7407","chr5",65261850,65335670,73821,"-","19687"
"7408","chr6",142350342,142387087,36746,"-","19691"
"7409","chr6",78422711,78428667,5957,"+","19692"
"7410","chr6",78395623,78408106,12484,"+","19693"
"7411","chr6",78380709,78383827,3119,"+","19694"
"7412","chr6",78466269,78468872,2604,"-","19695"
"7413","chr11",23736847,23770970,34124,"-","19696"
"7414","chr19",5637483,5648130,10648,"+","19697"
"7415","chr7",19606217,19629438,23222,"-","19698"
"7416","chr5",21884454,22344702,460249,"-","19699"
"7417","chr2",152626951,152635198,8248,"+","19700"
"7418","chr1",133351909,133354276,2368,"+","19701"
"7419","chr1",133350510,133360325,9816,"+","19702"
"7420","chrX",73922121,73930850,8730,"-","19703"
"7421","chr8",70331525,70353278,21754,"-","19704"
"7422","chr10",18055861,18125155,69295,"+","19707"
"7423","chr19",5896516,5913010,16495,"-","19708"
"7424","chr1",75272199,75278415,6217,"-","19711"
"7425","chr5",77265491,77286432,20942,"+","19712"
"7426","chr6",118151745,118197718,45974,"-","19713"
"7427","chr10",39732118,39875211,143094,"+","19714"
"7428","chrX",136213972,136215513,1542,"-","19716"
"7429","chr5",134581366,134601805,20440,"+","19718"
"7430","chr11",120780746,120784207,3462,"-","19719"
"7431","chr13",21179445,21194724,15280,"+","19720"
"7432","chr8",84066834,84096992,30159,"+","19724"
"7433","chr17",56775897,56831013,55117,"-","19725"
"7434","chr19",27761721,28011166,249446,"-","19726"
"7435","chr8",70130794,70139154,8361,"-","19727"
"7436","chr3",89268246,89270570,2325,"-","19729"
"7437","chr2",28513125,28553081,39957,"+","19730"
"7438","chr1",152516760,152766351,249592,"-","19731"
"7439","chr17",33929543,33937687,8145,"+","19732"
"7440","chrX",20549787,20562089,12303,"+","19733"
"7441","chr1",153740349,153745468,5120,"+","19734"
"7442","chr1",143999338,144004161,4824,"-","19735"
"7443","chr1",169741477,169747642,6166,"-","19736"
"7444","chr1",169655501,169695813,40313,"+","19737"
"7445","chr11",109225355,109298129,72775,"-","19739"
"7446","chr17",40811126,40840754,29629,"+","19743"
"7447","chr5",24802823,24842624,39802,"-","19744"
"7448","chr4",134864536,134896172,31637,"+","19746"
"7449","chr14",51144998,51146785,1788,"-","19752"
"7450","chr18",30973489,31317290,343802,"-","19762"
"7451","chr17",34020792,34024680,3889,"-","19763"
"7452","chr17",65848418,65885798,37381,"-","19765"
"7453","chr13",34002363,34037147,34785,"+","19766"
"7454","chr3",88716838,88731049,14212,"+","19769"
"7455","chr7",79374870,79387048,12179,"-","19771"
"7456","chr19",29331707,29334670,2964,"-","19773"
"7457","chr1",155275701,155417415,141715,"-","19775"
"7458","chr7",37959992,38023551,63560,"-","19777"
"7459","chr4",43492783,43493063,281,"-","19782"
"7460","chr6",69326844,69327174,331,"-","19783"
"7461","chr3",22251374,22251663,290,"+","19784"
"7462","chr8",3803069,3803358,290,"-","19785"
"7463","chr12",28649602,28659589,9988,"+","19819"
"7464","chrX",103957163,103981284,24122,"-","19820"
"7465","chr1",151458004,151500955,42952,"-","19821"
"7466","chr5",34336289,34353439,17151,"+","19822"
"7467","chr9",96470937,96478675,7739,"-","19823"
"7468","chr17",36869574,36877833,8260,"+","19824"
"7469","chr17",24414646,24425901,11256,"+","19826"
"7470","chr10",40258467,40258680,214,"+","19850"
"7471","chr3",86138791,86138858,68,"-","19870"
"7472","chr3",86140618,86140688,71,"-","19871"
"7473","chr16",72308306,73046095,737790,"+","19876"
"7474","chr18",10064401,10182045,117645,"-","19877"
"7475","chr12",16894895,16987823,92929,"+","19878"
"7476","chr19",8591254,8611835,20582,"+","19879"
"7477","chr19",8927391,8929356,1966,"-","19881"
"7478","chr9",107906873,107920383,13511,"+","19882"
"7479","chr9",68653786,69388246,734461,"+","19883"
"7480","chr3",94372794,94398276,25483,"+","19885"
"7481","chr10",52045721,52195244,149524,"-","19886"
"7482","chr1",3999557,4409241,409685,"-","19888"
"7483","chrX",20364481,20405653,41173,"+","19889"
"7484","chr4",132768332,132778752,10421,"+","19891"
"7485","chr3",159599175,159625321,26147,"+","19892"
"7486","chrX",10073621,10216920,143300,"-","19893"
"7487","chr5",120940499,121010092,69594,"-","19894"
"7488","chr6",70765720,70792232,26513,"-","19895"
"7489","chr17",28328471,28331033,2563,"+","19896"
"7490","chr7",45715457,45720836,5380,"+","19899"
"7491","chr11",98026710,98030492,3783,"+","19921"
"7492","chr5",146832890,146837032,4143,"+","19933"
"7493","chr4",152325742,152334071,8330,"+","19934"
"7494","chr7",142532686,142540747,8062,"+","19935"
"7495","chr11",68901583,68904534,2952,"+","19941"
"7496","chr11",101442298,101445529,3232,"+","19942"
"7497","chr7",4792874,4795066,2193,"+","19943"
"7498","chr9",106429454,106431568,2115,"+","19944"
"7499","chr15",34440505,34443640,3136,"-","19946"
"7500","chr6",115805505,115808747,3243,"-","19951"
"7501","chr1",72711290,72713813,2524,"+","19981"
"7502","chrX",134585654,134588062,2409,"+","19982"
"7503","chr5",121204481,121209241,4761,"+","19988"
"7504","chr1",16101295,16104662,3368,"-","19989"
"7505","chr5",65388364,65391444,3081,"-","20005"
"7506","chr2",157279017,157326319,47303,"+","20014"
"7507","chr17",46243920,46248054,4135,"-","20016"
"7508","chr2",129100995,129126594,25600,"+","20017"
"7509","chr5",147077050,147111597,34548,"+","20018"
"7510","chr6",71909053,71984935,75883,"+","20019"
"7511","chr11",69733997,69758637,24641,"-","20020"
"7512","chr8",94857450,94873535,16086,"+","20021"
"7513","chr5",136116631,136122947,6317,"+","20022"
"7514","chr15",11981339,11996983,15645,"-","20024"
"7515","chr1",150319417,150333906,14490,"+","20028"
"7516","chr10",23785183,23787275,2093,"-","20042"
"7517","chr18",60747098,60778546,31449,"+","20044"
"7518","chr10",80292453,80294114,1662,"+","20054"
"7519","chr7",28350652,28353155,2504,"+","20055"
"7520","chr7",81342732,81345254,2523,"-","20068"
"7521","chr17",33951999,33955677,3679,"-","20084"
"7522","chr7",24884371,24889806,5436,"+","20085"
"7523","chr14",24487125,24496959,9835,"+","20088"
"7524","chr12",69157722,69159186,1465,"-","20090"
"7525","chr3",86137940,86142702,4763,"-","20091"
"7526","chrX",102184941,102189394,4454,"-","20102"
"7527","chr7",12922290,12926686,4397,"+","20103"
"7528","chr4",86854660,86857412,2753,"-","20104"
"7529","chr4",133847290,133887797,40508,"-","20111"
"7530","chr17",7170115,7303315,133201,"+","20112"
"7531","chr12",28630854,28635953,5100,"-","20115"
"7532","chr4",117153827,117156243,2417,"-","20116"
"7533","chr7",104409025,104465193,56169,"-","20128"
"7534","chr3",93393699,93399442,5744,"+","20129"
"7535","chr7",45017961,45021647,3687,"+","20130"
"7536","chr3",129804408,129822587,18180,"-","20132"
"7537","chr7",102441695,102469771,28077,"+","20133"
"7538","chr12",24708241,24714146,5906,"+","20135"
"7539","chrX",160768013,160799663,31651,"+","20147"
"7540","chr4",144892827,144928209,35383,"+","20148"
"7541","chr2",13076821,13271415,194595,"-","20163"
"7542","chr6",83135463,83152579,17117,"+","20166"
"7543","chr7",19282624,19296160,13537,"+","20167"
"7544","chr19",7425901,7483281,57381,"-","20168"
"7545","chr19",46003508,46006173,2666,"+","20170"
"7546","chr7",45421760,45438096,16337,"-","20174"
"7547","chr2",27676440,27762957,86518,"+","20181"
"7548","chr17",34031812,34038399,6588,"+","20182"
"7549","chr1",167598384,167639623,41240,"+","20183"
"7550","chr13",55027880,55100300,72421,"-","20184"
"7551","chr11",62316426,62458541,142116,"-","20185"
"7552","chr10",89454234,89533585,79352,"-","20186"
"7553","chr9",102834917,102908305,73389,"+","20187"
"7554","chr7",29003344,29125179,121836,"-","20190"
"7555","chr13",11553102,12106945,553844,"-","20191"
"7556","chr2",112631355,113217096,585742,"-","20192"
"7557","chr3",90511034,90514392,3359,"-","20193"
