"","seqnames","start","end","width","strand","gene_id"
"4909","chr11",22799728,22882284,82557,"-","17846"
"4910","chr11",23206895,23390560,183666,"+","17847"
"4911","chr17",41071634,41098938,27305,"+","17850"
"4912","chr5",114894315,114910599,16285,"+","17855"
"4913","chr16",97668642,97684513,15872,"-","17857"
"4914","chr16",97757688,97782508,24821,"+","17858"
"4915","chr19",53384996,53450300,65305,"+","17859"
"4916","chr10",20844736,20880790,36055,"-","17863"
"4917","chr1",9658916,9690290,31375,"-","17864"
"4918","chr2",162880371,162910423,30053,"+","17865"
"4919","chr2",90958301,90976673,18373,"+","17868"
"4920","chr15",61816896,61821916,5021,"+","17869"
"4921","chrX",5044022,5046383,2362,"-","17870"
"4922","chr7",52778288,52781638,3351,"-","17872"
"4923","chr10",80392836,80394949,2114,"+","17873"
"4924","chr9",119245106,119249158,4053,"-","17874"
"4925","chr2",124912007,124949396,37390,"-","17876"
"4926","chr10",106919964,106923190,3227,"-","17877"
"4927","chr10",106929916,106931785,1870,"-","17878"
"4928","chr11",67013616,67038077,24462,"+","17879"
"4929","chr16",14194620,14291501,96882,"-","17880"
"4930","chr11",66984529,67011019,26491,"+","17882"
"4931","chr11",66891802,66915793,23992,"+","17883"
"4932","chr11",67051227,67073948,22722,"+","17884"
"4933","chr11",67090626,67122135,31510,"+","17885"
"4934","chr15",77591019,77672545,81527,"-","17886"
"4935","chr14",55560758,55585444,24687,"-","17888"
"4936","chr11",104411977,104448533,36557,"+","17896"
"4937","chr9",110666185,110672298,6114,"+","17897"
"4938","chr11",5796640,5798785,2146,"-","17898"
"4939","chr1",66970870,66991630,20761,"-","17901"
"4940","chr10",127927917,127930881,2965,"-","17904"
"4941","chr5",122550989,122556863,5875,"+","17906"
"4942","chr7",134355122,134357801,2680,"+","17907"
"4943","chr15",25552305,25743426,191122,"+","17909"
"4944","chr11",60282841,60341870,59030,"+","17910"
"4945","chr1",51806610,51972818,166209,"-","17912"
"4946","chr11",75465011,75488136,23126,"+","17913"
"4947","chr17",33692652,33744709,52058,"+","17916"
"4948","chr9",74919013,75071494,152482,"+","17918"
"4949","chr18",74602273,74931131,328859,"+","17919"
"4950","chr9",80012841,80159536,146696,"+","17920"
"4951","chr7",105199570,105268003,68434,"-","17921"
"4952","chr18",32118888,32196585,77698,"-","17922"
"4953","chr8",73796613,73884611,87999,"+","17925"
"4954","chr1",164569281,164579825,10545,"+","17926"
"4955","chr7",53631844,53634462,2619,"+","17927"
"4956","chr1",136186581,136189125,2545,"+","17928"
"4957","chr17",71368897,71476196,107300,"+","17929"
"4958","chr8",15057653,15133419,75767,"+","17930"
"4959","chr10",107599456,107714631,115176,"+","17931"
"4960","chr2",181498037,181562480,64444,"+","17932"
"4961","chr12",30213249,30608074,394826,"+","17933"
"4962","chr1",52512693,52557292,44600,"-","17936"
"4963","chr10",127097974,127103759,5786,"-","17937"
"4964","chr10",127472402,127485693,13292,"+","17938"
"4965","chr15",82159962,82169256,9295,"-","17939"
"4966","chr13",101177725,101222819,45095,"-","17940"
"4967","chr13",100914018,100972047,58030,"-","17948"
"4968","chr13",100981695,101017291,35597,"-","17951"
"4969","chr13",101051076,101086630,35555,"-","17952"
"4970","chrX",100379398,100382003,2606,"-","17954"
"4971","chr7",150699484,150734995,35512,"-","17955"
"4972","chr2",148519723,148558156,38434,"-","17957"
"4973","chr8",70014657,70016002,1346,"+","17960"
"4974","chr8",70018774,70026477,7704,"+","17961"
"4975","chr8",70047753,70072526,24774,"+","17962"
"4976","chr4",138638207,138648885,10679,"-","17965"
"4977","chr11",101413469,101443259,29791,"+","17966"
"4978","chr9",49310251,49607174,296924,"-","17967"
"4979","chr16",81200942,81624532,423591,"+","17968"
"4980","chr5",134695923,134705495,9573,"-","17969"
"4981","chr1",154654387,154684120,29734,"+","17970"
"4982","chr15",78075241,78093010,17770,"+","17972"
"4983","chr9",100395422,100446472,51051,"-","17973"
"4984","chr1",43502596,43627363,124768,"+","17974"
"4985","chr1",88241294,88256030,14737,"-","17975"
"4986","chr12",4247362,4484060,236699,"-","17977"
"4987","chr1",13129240,13364164,234925,"-","17978"
"4988","chr2",165818137,165898742,80606,"+","17979"
"4989","chr7",69493163,69494813,1651,"+","17984"
"4990","chrX",16462648,16488890,26243,"-","17986"
"4991","chr15",66760880,66801203,40324,"-","17988"
"4992","chr18",36902020,36904202,2183,"-","17991"
"4993","chr6",11850373,11857446,7074,"-","17992"
"4994","chr13",115078003,115178302,100300,"-","17993"
"4995","chr19",4007505,4012725,5221,"-","17995"
"4996","chr2",51992167,52194318,202152,"-","17996"
"4997","chr10",92147490,92185163,37674,"-","17997"
"4998","chr9",72510154,72597655,87502,"+","17999"
"4999","chr1",95375570,95406309,30740,"+","18000"
"5000","chr14",56281104,56290743,9640,"-","18002"
"5001","chr13",41405285,41582689,177405,"-","18003"
"5002","chr8",63472017,63609031,137015,"+","18004"
"5003","chr1",193645352,193656928,11577,"+","18005"
"5004","chr9",58722487,58884248,161762,"-","18007"
"5005","chr3",87775015,87784373,9359,"+","18008"
"5006","chr17",35068198,35074242,6045,"+","18010"
"5007","chr19",47253310,47333931,80622,"+","18011"
"5008","chr2",79292798,79296793,3996,"-","18012"
"5009","chr11",98186731,98190959,4229,"-","18013"
"5010","chr13",56351860,56353524,1665,"-","18014"
"5011","chr11",79153394,79395111,241718,"+","18015"
"5012","chr11",4665851,4749530,83680,"-","18016"
"5013","chr18",80802944,80909810,106867,"-","18018"
"5014","chr2",168301910,168427155,125246,"-","18019"
"5015","chr7",133526368,133540251,13884,"-","18020"
"5016","chr8",108582740,108654437,71698,"+","18021"
"5017","chr15",103078649,103085847,7199,"-","18022"
"5018","chr11",96678728,96691282,12555,"-","18023"
"5019","chr2",75513576,75542698,29123,"-","18024"
"5020","chr6",51382669,51408767,26099,"+","18025"
"5021","chr4",97248634,97785567,536934,"+","18027"
"5022","chr4",81936077,82151212,215136,"-","18028"
"5023","chr10",80858936,80893539,34604,"-","18029"
"5024","chr13",53062578,53076408,13831,"-","18030"
"5025","chr8",87231498,87324239,92742,"-","18032"
"5026","chr3",135247619,135354511,106893,"-","18033"
"5027","chr19",46379227,46386875,7649,"+","18034"
"5028","chr12",56590396,56593634,3239,"-","18035"
"5029","chr7",29543270,29551543,8274,"-","18036"
"5030","chr17",45692665,45700117,7453,"+","18037"
"5031","chr17",35357120,35372760,15641,"-","18038"
"5032","chr14",68701941,68705794,3854,"+","18039"
"5033","chr14",68737602,68743061,5460,"-","18040"
"5034","chr2",155949373,155969922,20550,"-","18041"
"5035","chr17",48526210,48549145,22936,"-","18044"
"5036","chr10",82211445,82226886,15442,"-","18045"
"5037","chr4",120430040,120504180,74141,"-","18046"
"5038","chr7",51462805,51467124,4320,"+","18048"
"5039","chr3",102273851,102324936,51086,"+","18049"
"5040","chr7",51453561,51457721,4161,"+","18050"
"5041","chr11",95430140,95449012,18873,"-","18053"
"5042","chr9",110322312,110325516,3205,"+","18054"
"5043","chr1",173982423,173987727,5305,"-","18071"
"5044","chr3",101814068,101819415,5348,"+","18072"
"5045","chr13",13529869,13604542,74674,"+","18073"
"5046","chr14",20570479,20631009,60531,"+","18074"
"5047","chr12",71112422,71212912,100491,"-","18080"
"5048","chr13",49282916,49291620,8705,"+","18081"
"5049","chr11",4774006,4794203,20198,"+","18082"
"5050","chr9",121628299,121665959,37661,"+","18087"
"5051","chr2",147003282,147012138,8857,"-","18088"
"5052","chr19",43686815,43690382,3568,"+","18089"
"5053","chr17",26975610,26978510,2901,"-","18091"
"5054","chr14",69790009,69793597,3589,"+","18092"
"5055","chr12",57712384,57714271,1888,"-","18094"
"5056","chr14",69808749,69812715,3967,"+","18095"
"5057","chr5",102088216,102093730,5515,"-","18096"
"5058","chr11",78380670,78510927,130258,"-","18099"
"5059","chr16",18872111,18876730,4620,"-","18100"
"5060","chr10",14480095,14490362,10268,"+","18101"
"5061","chr11",93820239,93829835,9597,"-","18102"
"5062","chr11",93811129,93817321,6193,"-","18103"
"5063","chr8",109912125,109927105,14981,"-","18104"
"5064","chr13",34056528,34080334,23807,"+","18105"
"5065","chr1",173489324,173515447,26124,"+","18106"
"5066","chr11",102889876,102927419,37544,"+","18107"
"5067","chr2",3201560,3243641,42082,"+","18108"
"5068","chr12",12942899,12948642,5744,"-","18109"
"5069","chr2",157385846,157388255,2410,"+","18111"
"5070","chr9",48399982,48413182,13201,"-","18113"
"5071","chr10",77863107,77875788,12682,"-","18114"
"5072","chr13",120123124,120197945,74822,"-","18115"
"5073","chr8",123177814,123192012,14199,"-","18117"
"5074","chr10",60880720,60888085,7366,"+","18119"
"5075","chr19",6053630,6057751,4122,"-","18120"
"5076","chr11",89161952,89163873,1922,"-","18121"
"5077","chr4",48058103,48096224,38122,"+","18124"
"5078","chr5",118292195,118403820,111626,"+","18125"
"5079","chr11",78734361,78773626,39266,"+","18126"
"5080","chr5",23870637,23890292,19656,"+","18127"
"5081","chr2",26313422,26359342,45921,"-","18128"
"5082","chr3",97817461,97954290,136830,"+","18129"
"5083","chr14",63295165,63379949,84785,"-","18130"
"5084","chr17",32257838,32303797,45960,"-","18131"
"5085","chr17",34363120,34725488,362369,"+","18132"
"5086","chr15",54577483,54585316,7834,"+","18133"
"5087","chr6",83864347,83936865,72519,"+","18139"
"5088","chr17",56442760,56462909,20150,"+","18140"
"5089","chr15",84753858,84773393,19536,"+","18141"
"5090","chr7",17041070,17062129,21060,"-","18142"
"5091","chr1",39251117,39420085,168969,"+","18143"
"5092","chr18",12348203,12394895,46693,"-","18145"
"5093","chr2",25258603,25265014,6412,"+","18146"
"5094","chr11",33052511,33063056,10546,"-","18148"
"5095","chr19",45822224,45824053,1830,"-","18150"
"5096","chr14",66019510,66044046,24537,"-","18155"
"5097","chr4",147359898,147361314,1417,"+","18158"
"5098","chr1",88562866,88567147,4282,"-","18159"
"5099","chr3",90254514,90269788,15275,"-","18160"
"5100","chr15",11769652,11837042,67391,"-","18162"
"5101","chr15",30102348,30959098,856751,"+","18163"
"5102","chr11",119400033,119409134,9102,"-","18164"
"5103","chr8",69221321,69230697,9377,"+","18166"
"5104","chr3",82342305,82352007,9703,"-","18167"
"5105","chr8",69203864,69211993,8130,"-","18168"
"5106","chr18",44429781,44437354,7574,"+","18169"
"5107","chr16",38248435,38294910,46476,"-","18171"
"5108","chr1",74421777,74432625,10849,"+","18173"
"5109","chr15",100218331,100254645,36315,"-","18174"
"5110","chr19",56394532,56464525,69994,"-","18175"
"5111","chr3",102862208,102871837,9630,"+","18176"
"5112","chr6",29997988,30103458,105471,"+","18181"
"5113","chr14",39182137,40286376,1104240,"-","18183"
"5114","chr14",56137815,56143802,5988,"-","18185"
"5115","chr8",130882973,131029375,146403,"+","18186"
"5116","chr1",62749891,62865266,115376,"+","18187"
"5117","chr17",56890748,56896953,6206,"-","18188"
"5118","chr17",90432984,91492142,1059159,"-","18189"
"5119","chr19",6418765,6544169,125405,"+","18190"
"5120","chr12",89961320,91573373,1612054,"+","18191"
"5121","chr13",55311143,55419686,108544,"+","18193"
"5122","chrX",70163860,70203867,40008,"+","18194"
"5123","chr11",103683097,103815370,132274,"-","18195"
"5124","chr5",38528432,38550706,22275,"-","18196"
"5125","chr11",31900459,31959202,58744,"+","18197"
"5126","chr4",58298834,58387175,88342,"+","18198"
"5127","chr4",6323354,6381418,58065,"-","18201"
"5128","chr16",13819370,13835543,16174,"+","18203"
"5129","chr6",126051430,126116762,65333,"-","18205"
"5130","chr17",24769627,24775783,6157,"+","18207"
"5131","chr11",68022866,68200328,177463,"-","18208"
"5132","chr17",24340791,24346349,5559,"-","18209"
"5133","chr3",87582166,87599084,16919,"-","18211"
"5134","chr13",58907957,59231328,323372,"+","18212"
"5135","chr7",85337000,85722724,385725,"-","18213"
"5136","chr1",171902438,172040861,138424,"-","18214"
"5137","chr2",180234681,180279684,45004,"+","18216"
"5138","chr12",16660276,16667042,6767,"+","18217"
"5139","chr7",149267401,149280947,13547,"-","18218"
"5140","chr7",52748044,52765778,17735,"-","18220"
"5141","chr4",133088457,133101942,13486,"-","18221"
"5142","chr12",85136389,85262808,126420,"-","18222"
"5143","chr7",28043780,28067169,23390,"+","18223"
"5144","chr7",52071740,52086176,14437,"+","18226"
"5145","chr2",56959637,56976414,16778,"-","18227"
"5146","chr11",76070728,76212643,141916,"-","18230"
"5147","chr6",8898614,9198578,299965,"+","18231"
"5148","chr2",23176766,23257493,80728,"+","18232"
"5149","chrX",149216464,149243189,26726,"+","18241"
"5150","chr7",139749158,139768081,18924,"-","18242"
"5151","chr10",80289401,80292035,2635,"+","18245"
"5152","chr9",65524355,65538107,13753,"+","18247"
"5153","chrX",75330844,75336713,5870,"-","18249"
"5154","chr15",65707615,65743849,36235,"-","18256"
"5155","chr13",101267322,101322578,55257,"-","18260"
"5156","chr5",144780676,144811478,30803,"-","18261"
"5157","chr12",17551679,17558308,6630,"+","18263"
"5158","chr15",38148958,38156490,7533,"+","18285"
"5159","chr2",29745240,29787266,42027,"+","18286"
"5160","chr6",43253673,43259553,5881,"-","18291"
"5161","chr11",78317001,78318584,1584,"+","18292"
"5162","chr11",6191600,6259096,67497,"+","18293"
"5163","chr6",113276970,113285062,8093,"+","18294"
"5164","chr13",49703440,49719869,16430,"+","18295"
"5165","chr14",9181462,9211277,29816,"-","18300"
"5166","chr7",31817742,31827341,9600,"-","18301"
"5167","chr10",58885708,58904527,18820,"-","18302"
"5168","chr11",49131050,49131985,936,"+","18307"
"5169","chr6",43123987,43124919,933,"+","18310"
"5170","chr16",3838975,3839913,939,"+","18312"
"5171","chr1",174886899,174887948,1050,"+","18313"
"5172","chr7",114240981,114241928,948,"+","18314"
"5173","chr9",20118336,20140538,22203,"-","18315"
"5174","chr16",16673143,16674072,930,"-","18316"
"5175","chr7",114144389,114146119,1731,"-","18317"
"5176","chr11",73753750,73754727,978,"+","18321"
"5177","chr9",18559136,18560077,942,"-","18322"
"5178","chr9",38137077,38138144,1068,"+","18323"
"5179","chr9",38662645,38663575,931,"+","18324"
"5180","chr2",36667669,36668610,942,"-","18328"
"5181","chr11",58268417,58269482,1066,"-","18329"
"5182","chr14",15160627,15161580,954,"+","18330"
"5183","chr2",89978368,89979294,927,"-","18331"
"5184","chr7",109861969,109862925,957,"-","18332"
"5185","chr13",21224646,21225599,954,"+","18341"
"5186","chr9",39291789,39301573,9785,"-","18343"
"5187","chr7",147876806,147877741,936,"+","18344"
"5188","chr7",147796067,147797023,957,"+","18345"
"5189","chr6",43185609,43186574,966,"+","18346"
"5190","chr2",89684223,89685128,906,"-","18347"
"5191","chr14",54901571,54902600,1030,"-","18348"
"5192","chr7",6432927,6433865,939,"-","18349"
"5193","chr2",36648758,36649696,939,"+","18350"
"5194","chr11",50820476,50821399,924,"+","18351"
"5195","chr2",86021307,86022266,960,"-","18352"
"5196","chr11",50840506,50841447,942,"+","18354"
"5197","chr11",48864235,48948889,84655,"+","18356"
"5198","chr10",78497468,78498547,1080,"+","18357"
"5199","chr9",19584727,19588508,3782,"+","18358"
"5200","chr11",74097311,74103148,5838,"+","18359"
"5201","chr7",147530951,147531886,936,"-","18361"
"5202","chr7",147823602,147824537,936,"+","18362"
"5203","chr4",118338124,118339071,948,"+","18363"
"5204","chr7",111054856,111055961,1106,"+","18365"
"5205","chr7",111041324,111042985,1662,"-","18366"
"5206","chr7",111029820,111030755,936,"-","18367"
"5207","chr7",110935726,110940344,4619,"-","18368"
"5208","chr7",110925910,110926857,948,"-","18369"
"5209","chr7",110915791,110920108,4318,"-","18370"
"5210","chr10",78417952,78418884,933,"+","18372"
"5211","chr10",128426970,128427908,939,"+","18373"
"5212","chr11",79314484,79317584,3101,"-","18377"
"5213","chr7",105291869,105293957,2089,"-","18378"
"5214","chr9",78159779,78162604,2826,"-","18379"
"5215","chr15",54082174,54110039,27866,"-","18383"
"5216","chr4",131666641,131700401,33761,"-","18386"
"5217","chr1",5578574,5592947,14374,"+","18387"
"5218","chr2",181449749,181455677,5929,"+","18389"
"5219","chr10",3308332,3587948,279617,"-","18390"
"5220","chr4",41685369,41688186,2818,"-","18391"
"5221","chr4",108252059,108287436,35378,"+","18392"
"5222","chr1",58519615,58561763,42149,"-","18393"
"5223","chr19",8692486,8702789,10304,"+","18399"
"5224","chr7",150659660,150685237,25578,"+","18400"
"5225","chr4",63005600,63009196,3597,"+","18405"
"5226","chr4",63023483,63026911,3429,"+","18406"
"5227","chr4",63017196,63020545,3350,"+","18407"
"5228","chr8",23486022,23509093,23072,"-","18408"
"5229","chr11",50013654,50024292,10639,"-","18412"
"5230","chr11",4136788,4141029,4242,"+","18413"
"5231","chr15",6763577,6824313,60737,"-","18414"
"5232","chr3",40549535,40594287,44753,"+","18415"
"5233","chrX",9829485,9898150,68666,"+","18416"
"5234","chr3",31048842,31063248,14407,"+","18417"
"5235","chr7",53496357,53566804,70448,"+","18419"
"5236","chr13",95645582,95653636,8055,"+","18420"
"5237","chr11",21894767,21901654,6888,"-","18423"
"5238","chr14",49277859,49287181,9323,"-","18424"
"5239","chr19",5549137,5560575,11439,"-","18426"
"5240","chr2",130401909,130402724,816,"+","18429"
"5241","chr6",112423678,112439802,16125,"-","18430"
"5242","chr7",63495141,63791887,296747,"+","18431"
"5243","chr11",72254880,72265052,10173,"+","18432"
"5244","chr11",72812647,72828699,16053,"+","18436"
"5245","chr5",123157566,123179051,21486,"+","18438"
"5246","chr5",123093920,123141441,47522,"+","18439"
"5247","chr16",17561978,17577893,15916,"+","18440"
"5248","chr3",60806717,60812904,6188,"+","18441"
"5249","chr7",108145086,108160527,15442,"-","18442"
"5250","chr10",58786044,58836052,50009,"+","18451"
"5251","chr11",53914426,53945169,30744,"+","18452"
"5252","chr11",120421618,120434250,12633,"-","18453"
"5253","chr2",122564241,122575223,10983,"+","18457"
"5254","chr15",36525413,36538728,13316,"-","18458"
"5255","chr18",39933151,39935736,2586,"+","18459"
"5256","chr11",74487451,74537886,50436,"-","18472"
"5257","chr9",45773394,45792954,19561,"-","18475"
"5258","chr7",26080068,26082974,2907,"-","18476"
"5259","chr4",116358204,116372605,14402,"+","18477"
"5260","chr10",86984540,87046882,62343,"+","18478"
"5261","chr7",104937051,105060891,123841,"+","18479"
"5262","chrX",139953134,140232339,279206,"+","18481"
"5263","chr10",79256317,79283641,27325,"+","18483"
"5264","chr1",99717671,99992209,274539,"-","18484"
"5265","chr6",102113300,102414661,301362,"-","18488"
"5266","chr6",78320879,78323460,2582,"+","18489"
"5267","chr4",64785208,65018543,233336,"+","18491"
"5268","chr2",147190730,147219031,28302,"+","18503"
"5269","chr19",44831884,44910517,78634,"+","18504"
"5270","chr1",78097842,78193711,95870,"-","18505"
"5271","chr6",28392334,28399340,7007,"-","18506"
"5272","chr4",44544378,44723312,178935,"-","18507"
"5273","chr2",105509053,105537226,28174,"+","18508"
"5274","chr4",139293996,139388883,94888,"-","18509"
"5275","chr2",24276080,24331086,55007,"-","18510"
"5276","chr12",57796626,57812217,15592,"+","18511"
"5277","chr1",170049495,170362389,312895,"-","18514"
"5278","chr17",34729416,34734286,4871,"+","18515"
"5279","chr2",34027429,34227556,200128,"-","18516"
"5280","chrX",97689630,97711464,21835,"+","18518"
"5281","chr17",53706296,53812046,105751,"+","18519"
"5282","chr15",102301063,102330490,29428,"+","18521"
"5283","chr3",45182320,45238501,56182,"+","18526"
"5284","chr14",80166582,80171119,4538,"-","18530"
"5285","chr2",172978574,172984754,6181,"+","18534"
"5286","chr8",42325113,42419441,94329,"+","18536"
"5287","chr10",7350034,7383382,33349,"-","18537"
"5288","chr2",132075022,132078916,3895,"-","18538"
"5289","chr10",75813999,75905657,91659,"-","18541"
"5290","chr5",138046335,138052632,6298,"-","18542"
"5291","chr8",3623371,3625545,2175,"-","18545"
"5292","chr16",96689213,96747400,58188,"+","18546"
"5293","chr13",75227435,75269946,42512,"+","18548"
"5294","chr2",143371869,143642018,270150,"+","18549"
"5295","chr7",87534080,87550317,16238,"-","18550"
"5296","chr10",79784028,79792218,8191,"-","18551"
"5297","chr19",17507322,17912122,404801,"-","18552"
"5298","chr7",73007022,73195272,188251,"+","18553"
"5299","chr9",45714652,45737805,23154,"+","18554"
"5300","chrX",20265097,20277003,11907,"+","18555"
"5301","chr1",134010124,134036262,26139,"-","18557"
"5302","chr11",89844731,89864208,19478,"-","18559"
"5303","chr19",4510472,4621752,111281,"+","18563"
"5304","chr1",95934882,95949130,14249,"-","18566"
"5305","chr17",15658539,15664265,5727,"-","18567"
"5306","chr19",53966721,54004351,37631,"+","18569"
"5307","chr13",74440569,74454774,14206,"-","18570"
"5308","chr9",113560862,113617377,56516,"-","18571"
"5309","chr19",47165256,47205635,40380,"+","18572"
"5310","chr2",79674610,79969569,294960,"-","18573"
"5311","chr15",103333729,103360483,26755,"+","18574"
"5312","chr6",56019798,56319628,299831,"-","18575"
"5313","chr7",121558768,121681451,122684,"+","18576"
"5314","chr9",20970158,21017692,47535,"+","18577"
"5315","chr4",101760346,102279867,519522,"+","18578"
"5316","chr1",88439590,88479076,39487,"-","18582"
"5317","chr3",19125918,19211322,85405,"-","18583"
"5318","chr7",88358690,88478508,119819,"+","18584"
"5319","chr17",31523179,31613254,90076,"+","18585"
"5320","chr5",108817392,108860761,43370,"+","18587"
"5321","chr11",120308924,120314797,5874,"-","18588"
"5322","chr5",139452929,139470907,17979,"-","18590"
"5323","chr15",79826306,79845238,18933,"-","18591"
"5324","chr5",75548316,75594229,45914,"+","18595"
"5325","chr18",61204804,61244721,39918,"+","18596"
"5326","chrX",156560151,156576268,16118,"-","18597"
"5327","chr3",140872968,140875319,2352,"-","18598"
"5328","chr4",140368896,140401693,32798,"-","18599"
"5329","chr4",140462275,140508501,46227,"+","18600"
"5330","chr4",140341284,140366563,25280,"-","18601"
"5331","chr4",140301423,140330118,28696,"-","18602"
"5332","chr11",94887572,94902685,15114,"-","18604"
"5333","chr10",24361217,24431908,70692,"-","18605"
"5334","chr15",54670453,54751701,81249,"-","18606"
"5335","chr17",24210647,24287866,77220,"-","18607"
"5336","chr5",148081707,148086725,5019,"+","18609"
"5337","chr2",129513737,129525580,11844,"-","18610"
"5338","chr1",174126860,174136912,10053,"-","18611"
"5339","chr11",101631056,101646624,15569,"-","18612"
"5340","chr11",106515532,106576595,61064,"-","18613"
"5341","chr7",6658671,6683130,24460,"-","18616"
"5342","chr11",59784119,59859987,75869,"-","18618"
"5343","chr4",4060683,4065962,5280,"-","18619"
"5344","chr7",35697426,35829727,132302,"+","18624"
"5345","chr11",68908756,68923459,14704,"+","18626"
"5346","chr1",93312559,93355905,43347,"-","18627"
"5347","chr4",150377764,150418731,40968,"-","18628"
"5348","chrX",86649187,86655028,5842,"-","18630"
"5349","chr7",86882150,86887911,5762,"-","18631"
"5350","chr3",96439280,96449304,10025,"+","18632"
"5351","chr2",92214833,92221377,6545,"+","18633"
"5352","chr10",19579896,19627480,47585,"-","18634"
"5353","chrX",20502661,20508650,5990,"-","18636"
"5354","chr1",173275830,173288301,12472,"+","18637"
"5355","chrX",147024464,147078403,53940,"+","18639"
"5356","chr1",132566779,132625830,59052,"-","18640"
"5357","chr10",77449694,77472541,22848,"-","18641"
"5358","chr15",97923020,97962878,39859,"+","18642"
"5359","chr11",70465349,70468152,2804,"-","18643"
"5360","chr3",57645817,57651679,5863,"-","18645"
"5361","chr10",60760584,60767011,6428,"+","18646"
"5362","chr5",4803385,5380251,576867,"-","18647"
"5363","chr19",41986361,41993155,6795,"+","18648"
"5364","chr12",86507591,86518235,10645,"-","18654"
"5365","chrX",103382463,103399038,16576,"+","18655"
"5366","chr17",40343963,40345554,1592,"-","18663"
"5367","chr9",8899833,8968611,68779,"+","18667"
"5368","chr5",8798147,8866314,68168,"+","18669"
"5369","chr5",8893721,8959226,65506,"+","18670"
"5370","chr5",8660092,8748570,88479,"+","18671"
"5371","chr11",95528271,95542087,13817,"+","18673"
"5372","chr10",90579323,90586708,7386,"-","18674"
"5373","chrX",153596618,153853218,256601,"-","18675"
"5374","chr13",48897119,48966254,69136,"-","18676"
"5375","chrX",99709314,99839585,130272,"-","18679"
"5376","chr5",130339311,130354954,15644,"-","18682"
"5377","chr3",103772033,103811802,39770,"+","18685"
"5378","chr9",13234581,13235960,1380,"+","18689"
"5379","chr15",79059604,79079896,20293,"+","18693"
"5380","chrX",160857719,160871847,14129,"+","18700"
"5381","chr17",87396599,87424741,28143,"-","18701"
"5382","chr1",132723261,132748826,25566,"+","18703"
"5383","chr7",123480790,123586972,106183,"-","18704"
"5384","chr6",139535772,139917804,382033,"+","18705"
"5385","chr3",32335073,32367408,32336,"+","18706"
"5386","chr4",149023277,149075738,52462,"-","18707"
"5387","chr13",102450718,102538172,87455,"-","18708"
"5388","chr8",73292080,73300611,8532,"-","18709"
"5389","chr4",115894519,115975661,81143,"+","18710"
"5390","chr1",65233257,65325270,92014,"+","18711"
"5391","chr17",29627990,29632404,4415,"+","18712"
"5392","chrX",7455432,7460558,5127,"+","18715"
"5393","chr6",41797548,41802061,4514,"+","18716"
"5394","chr10",80755717,80782719,27003,"+","18717"
"5395","chr2",18763883,18919748,155866,"-","18718"
"5396","chr19",24369286,24630317,261032,"-","18719"
"5397","chr3",94862470,94910780,48311,"-","18720"
"5398","chr7",3788412,3867103,78692,"-","18722"
"5399","chr7",3812283,3820754,8472,"-","18724"
"5400","chr7",3683235,3849722,166488,"-","18725"
"5401","chr7",3859882,3867103,7222,"-","18726"
"5402","chr7",4225745,4234530,8786,"+","18729"
"5403","chr7",3664107,3796653,132547,"-","18733"
"5404","chr16",65520964,65534316,13353,"+","18736"
"5405","chr11",75401610,75442280,40671,"+","18738"
"5406","chr19",4100117,4113965,13849,"+","18739"
"5407","chr13",55926415,55932786,6372,"-","18740"
"5408","chr3",128902836,128922508,19673,"+","18741"
"5409","chr19",46210176,46222815,12640,"-","18742"
"5410","chrX",96661073,96666074,5002,"-","18744"
"5411","chr9",59504415,59527182,22768,"+","18746"
"5412","chr8",86496877,86520344,23468,"+","18747"
"5413","chr3",146392543,146475910,83368,"-","18749"
"5414","chr11",107794701,108205202,410502,"-","18750"
"5415","chr7",129432639,129777915,345277,"+","18751"
"5416","chr7",3303658,3331005,27348,"+","18752"
"5417","chr14",31408540,31439394,30855,"-","18753"
"5418","chr17",86567125,87057259,490135,"+","18754"
"5419","chr12",74686028,74879171,193144,"+","18755"
"5420","chr3",30894693,30951662,56970,"+","18759"
"5421","chr12",51442219,51750210,307992,"-","18760"
"5422","chr2",11094009,11222853,128845,"+","18761"
"5423","chr4",154634229,154735500,101272,"-","18762"
"5424","chr17",24686895,24733459,46565,"+","18763"
"5425","chr5",104888476,104934838,46363,"+","18764"
"5426","chr15",85645106,85652163,7058,"-","18766"
"5427","chr3",7366604,7445365,78762,"+","18767"
"5428","chr10",57351787,57460918,109132,"+","18768"
"5429","chr2",163484122,163551894,67773,"+","18769"
"5430","chr3",88940064,88950516,10453,"+","18770"
"5431","chr17",31701718,31744638,42921,"+","18771"
"5432","chr1",137767972,137815601,47630,"-","18772"
"5433","chr13",27186059,27192126,6068,"+","18775"
"5434","chr13",27334299,27341609,7311,"+","18776"
"5435","chr1",4797974,4836816,38843,"+","18777"
"5436","chr5",115916275,115924726,8452,"+","18778"
"5437","chr2",60257096,60391318,134223,"-","18779"
"5438","chr4",138387772,138391104,3333,"+","18780"
"5439","chr4",138281240,138300490,19251,"+","18781"
"5440","chr4",138331650,138338058,6409,"+","18782"
"5441","chr1",151676752,151808414,131663,"-","18783"
"5442","chr4",138355162,138419384,64223,"-","18784"
"5443","chr4",94231830,94269938,38109,"-","18786"
"5444","chr5",137537376,137548142,10767,"-","18787"
"5445","chr1",109408000,109422177,14178,"+","18788"
"5446","chr12",107022912,107077153,54242,"+","18789"
